,Suit1,Card1,Suit2,Card2,Suit3,Card3,Suit4,Card4,Suit5,Card5
450865,3,11,3,12,2,8,1,6,2,1
261233,4,5,2,12,1,3,4,12,2,9
956632,2,8,2,6,3,8,3,11,1,5
652833,4,8,3,4,4,5,1,12,3,7
265338,4,3,2,2,4,8,2,1,3,13
80494,2,11,1,7,1,8,3,8,2,8
392554,1,3,2,5,4,3,3,11,4,12
341960,3,12,4,11,3,11,4,1,4,5
602298,3,1,4,9,4,6,1,4,1,1
167815,1,3,2,10,3,5,3,1,3,6
81187,1,5,2,6,1,10,3,7,4,4
923551,2,11,2,2,2,13,3,12,4,12
986308,1,12,2,11,4,4,1,2,3,1
623547,3,11,4,2,3,1,4,8,3,10
941909,1,2,1,6,4,3,2,12,2,5
714534,2,5,4,6,3,4,4,13,2,13
478088,1,6,4,9,2,13,3,3,2,8
861645,1,7,1,11,4,13,2,13,1,6
499919,3,7,4,5,4,9,4,11,2,8
992654,3,5,1,6,2,12,3,13,4,12
58271,2,1,2,11,3,11,4,11,3,5
40371,1,3,4,1,1,11,2,6,3,9
869222,1,1,1,6,2,7,3,2,3,12
261871,2,3,4,8,2,4,1,9,2,9
825326,1,11,4,6,1,6,3,7,1,10
930145,2,3,1,2,1,9,3,7,1,10
928316,1,5,2,6,2,4,4,8,1,10
88193,1,13,1,11,2,3,2,6,3,9
436722,1,5,3,4,4,12,4,10,4,8
425167,3,11,3,12,4,10,2,10,4,7
583875,2,1,4,8,2,3,1,8,1,12
619118,2,2,4,5,3,7,1,2,3,1
737795,3,5,2,3,2,4,4,9,3,6
858017,3,12,4,5,2,9,1,11,3,5
541478,1,9,2,8,2,3,4,10,4,13
899489,3,7,1,5,2,1,3,12,3,8
872413,2,5,3,7,1,4,3,5,4,2
154261,1,1,3,11,3,1,2,5,3,10
4934,1,4,1,9,2,11,3,1,4,3
535859,1,4,3,7,4,4,3,13,4,8
103284,2,5,2,11,2,6,3,5,4,2
973022,1,8,2,6,4,12,3,5,1,12
559224,1,9,2,9,4,7,3,8,1,13
51759,3,8,2,3,3,7,4,7,2,1
795378,1,9,2,3,2,13,4,2,2,11
491538,4,12,3,13,3,2,2,8,3,9
279818,2,10,2,8,1,12,1,3,2,11
969854,3,10,1,9,2,5,3,4,2,11
995793,1,8,1,1,4,4,3,13,3,11
812418,4,10,1,12,1,3,2,5,1,8
308595,1,7,1,5,4,1,1,6,2,4
152987,3,5,1,4,2,7,3,6,4,9
130001,4,11,2,13,2,1,4,1,1,9
21932,1,4,4,1,4,2,3,5,3,3
207973,3,9,3,12,4,11,3,13,1,3
971743,4,7,2,7,4,10,3,9,3,4
207876,4,2,4,10,1,2,2,4,3,4
3509,3,7,4,5,2,11,4,12,1,9
950345,4,4,3,6,4,9,3,4,1,11
694382,3,7,4,9,4,10,1,5,4,3
316045,1,11,4,12,3,13,4,13,3,9
525366,3,7,3,5,1,1,2,9,4,4
69220,3,11,1,3,2,1,3,3,2,10
974639,3,12,2,8,2,10,1,9,1,2
576054,1,5,2,10,3,13,2,2,2,7
703,4,7,4,6,3,5,3,11,2,13
61099,2,10,1,2,1,8,3,13,4,10
376750,3,9,1,8,1,6,2,9,1,9
201919,4,1,1,9,2,8,3,13,1,5
643579,4,4,4,13,3,1,1,8,3,6
464176,1,4,4,6,4,8,2,4,3,11
174966,3,10,4,6,1,2,4,8,3,7
983654,4,8,3,11,1,4,4,3,3,10
556981,4,6,2,13,1,6,2,12,3,5
850725,1,11,2,12,4,2,3,7,4,13
461415,3,8,3,7,1,9,4,3,3,10
68646,3,8,3,13,2,1,1,11,1,5
215884,2,3,4,3,3,10,2,4,3,8
547127,1,10,2,3,2,6,4,10,1,13
997348,1,6,3,3,1,8,4,3,4,2
335547,4,3,4,5,3,6,4,8,3,1
441508,4,5,4,11,4,1,2,1,2,3
529473,4,2,4,13,4,1,2,11,3,1
743728,3,6,3,9,1,13,4,10,1,2
716725,3,3,2,6,3,13,2,2,4,6
690799,2,9,2,7,3,5,2,12,4,2
738391,3,2,4,2,2,5,3,11,4,12
395270,1,2,2,9,1,8,4,6,1,12
219710,3,6,2,11,1,4,3,9,2,5
639550,4,11,2,7,1,10,3,10,2,2
339217,2,2,1,1,1,13,1,12,2,4
965506,3,10,4,7,1,1,1,7,1,11
138318,2,3,3,13,3,7,2,4,3,12
720559,3,13,4,5,4,8,1,3,4,10
22877,3,9,4,6,1,1,2,12,1,12
489771,4,8,4,13,3,9,4,5,1,3
226795,1,5,1,6,4,13,3,11,1,12
843256,3,7,4,7,3,8,4,4,1,3
506428,3,1,3,12,2,4,3,11,3,9
255755,3,6,4,8,2,10,1,9,1,4
76282,3,1,2,4,2,7,3,10,1,8
221216,1,4,3,3,1,6,3,7,4,6
648777,2,11,3,7,4,7,3,4,2,9
396878,4,5,4,1,3,11,3,1,3,2
824821,4,6,1,10,3,12,1,1,4,13
964151,2,10,1,8,2,12,2,1,1,1
84859,4,6,4,10,2,10,1,12,3,13
614362,1,2,2,1,4,11,3,7,4,4
14201,4,3,4,8,4,4,4,13,2,2
893138,2,9,3,5,1,11,3,3,2,11
162775,3,7,4,7,2,8,4,12,2,1
801617,3,13,4,5,3,8,4,10,4,13
276947,1,6,1,5,1,11,3,2,3,10
140035,4,11,4,3,4,12,2,9,4,7
430194,4,7,3,4,3,11,3,6,2,4
162392,4,11,2,2,1,10,1,1,3,5
826459,1,2,1,4,1,11,3,13,3,8
774881,1,2,3,4,3,11,3,2,2,6
78588,1,9,3,9,1,4,4,9,1,11
96683,3,4,3,3,4,1,2,5,3,12
940596,2,11,1,3,2,13,1,4,4,3
232781,1,13,1,7,4,6,1,10,3,13
709496,4,8,4,1,4,4,4,6,4,2
230825,3,11,1,5,3,7,1,1,4,6
685064,3,11,2,11,1,11,3,10,4,9
224975,1,1,4,11,3,5,3,3,3,9
825836,4,6,1,7,2,1,2,11,3,6
139973,1,5,2,7,3,5,3,10,3,6
742114,4,6,2,10,2,5,1,10,2,13
726661,4,12,4,3,2,4,1,3,2,11
974723,1,3,2,4,3,11,2,10,1,12
95616,2,12,1,9,4,5,4,13,2,8
95656,1,2,3,8,4,6,2,11,2,6
20595,4,6,2,13,1,5,3,10,3,9
695371,2,10,1,11,4,11,1,9,1,7
664147,4,5,1,2,1,13,3,2,4,1
642289,4,2,3,13,4,7,2,9,2,6
430990,4,1,4,8,2,13,4,9,4,4
838774,1,6,2,13,4,8,4,3,4,4
600788,4,9,1,2,2,12,3,6,4,5
345282,3,2,4,3,2,7,4,1,3,1
764072,1,13,4,13,3,6,4,6,1,4
579913,4,4,4,2,4,12,3,6,1,8
73075,4,4,1,10,1,5,3,2,4,8
226560,3,9,4,1,1,12,4,13,3,8
774066,3,6,4,8,1,9,3,9,2,6
593439,1,4,4,13,1,9,3,10,1,13
497357,3,2,2,12,1,5,1,12,3,9
304401,2,9,4,9,4,11,4,5,3,10
712909,2,1,2,2,3,5,4,8,1,12
962369,4,12,1,7,4,9,3,3,2,11
861001,3,8,3,11,4,6,2,3,1,5
122596,1,1,1,5,3,4,3,10,3,2
657373,3,9,4,5,3,2,4,9,2,13
373917,3,2,2,11,4,13,2,4,1,1
991830,2,4,4,1,4,2,1,9,3,6
388863,3,7,4,6,2,10,1,11,4,1
942430,4,7,3,10,1,6,2,9,4,12
728822,2,4,3,5,1,11,2,1,1,9
232655,2,9,4,2,1,10,1,7,2,12
409962,1,10,3,8,2,7,4,8,3,12
416250,4,2,2,6,2,13,1,4,4,7
406316,3,8,2,7,3,12,1,9,4,12
439357,3,5,4,6,1,10,2,8,2,13
292792,1,12,2,9,4,3,1,10,2,7
22377,1,12,3,7,3,10,2,1,3,11
365527,4,5,1,13,4,9,4,12,4,8
952462,3,1,1,8,3,12,2,11,3,4
259828,2,3,2,11,1,12,4,12,3,13
158271,4,9,1,4,1,11,3,9,3,13
789494,1,4,1,10,3,12,2,6,1,8
786950,2,11,3,10,2,5,2,7,3,8
837741,4,5,2,11,1,1,1,8,4,12
727805,3,7,1,4,4,10,4,4,4,6
146451,1,13,2,5,2,2,4,1,3,3
433751,2,10,3,7,3,9,1,2,1,9
412106,3,10,4,8,2,10,4,12,4,9
742763,4,6,2,8,4,12,1,4,3,11
432029,4,4,2,11,3,4,1,12,3,7
762331,1,7,2,6,1,12,4,13,1,10
956236,3,4,2,9,2,3,1,10,3,12
268750,1,13,2,6,3,2,3,8,3,11
181541,4,12,4,8,2,2,4,6,2,9
161112,2,13,2,10,2,4,1,11,1,5
178886,4,5,2,10,3,4,1,7,3,13
779208,4,3,2,11,3,5,1,1,2,9
243982,1,9,3,6,1,12,1,4,2,12
723169,1,13,2,1,3,11,1,6,4,5
128158,1,13,3,9,2,10,1,4,3,4
155816,3,4,1,2,3,5,3,11,2,11
327473,4,11,1,6,4,2,4,12,1,9
361574,1,8,2,2,4,11,4,13,2,13
564075,4,8,3,13,1,3,2,3,3,1
105645,2,8,4,4,4,13,3,13,2,6
453705,1,11,2,3,1,13,3,2,2,7
530729,2,4,4,3,2,10,1,6,3,8
376190,2,7,2,1,4,8,3,10,1,11
367115,3,1,3,10,4,8,3,7,2,2
266798,1,1,3,2,4,1,2,5,2,8
12080,4,12,4,1,1,5,4,2,3,10
762558,2,4,2,12,3,2,3,11,2,5
705984,1,6,2,4,2,11,1,11,2,1
880490,1,7,2,11,3,2,2,2,3,5
869423,1,13,2,4,4,1,2,8,2,2
215894,4,10,2,13,4,5,3,12,1,10
589328,4,1,2,4,1,6,2,2,3,12
781532,3,7,4,11,3,1,4,5,4,7
172311,3,3,1,3,1,7,3,12,4,11
336312,1,12,2,6,3,6,1,11,1,9
394946,1,3,3,13,2,1,4,4,4,6
432704,2,7,4,5,3,5,3,6,4,7
769828,2,12,4,12,3,9,3,6,1,7
370626,4,2,2,4,1,11,4,4,1,7
694762,4,13,1,8,1,2,2,5,2,13
139,4,1,4,3,3,5,2,10,2,6
367498,1,11,1,12,2,8,4,5,3,12
197867,4,8,1,3,1,5,4,13,3,9
68419,2,6,2,12,3,5,2,3,4,11
56307,2,9,2,10,4,1,3,2,4,3
417258,4,1,1,1,3,2,4,8,2,3
105125,2,2,4,11,4,13,1,6,1,1
644358,4,3,2,13,2,12,1,5,1,10
521979,3,9,2,10,4,8,1,1,3,5
262111,3,7,2,6,3,13,3,3,4,6
4812,2,9,1,9,3,4,2,13,4,1
690291,4,13,3,13,2,6,2,9,4,12
491070,1,9,4,9,2,7,4,2,3,12
907410,4,10,2,3,1,13,2,6,2,13
1675,3,8,1,11,4,12,2,4,4,3
701560,3,10,1,7,4,5,2,13,4,8
862432,1,11,4,3,1,6,2,4,3,7
842387,3,1,3,13,4,9,3,5,4,13
195703,4,9,3,13,3,2,1,13,4,13
318208,2,9,3,5,3,3,1,4,2,6
368095,2,11,3,12,4,8,4,5,4,9
572777,4,4,4,12,1,7,2,7,4,8
165605,2,5,2,1,1,13,4,10,4,11
363149,2,5,1,12,2,3,3,10,1,4
430146,4,10,2,13,2,7,4,5,4,11
908839,2,7,1,5,4,6,2,9,1,9
932895,3,7,2,4,3,8,3,4,2,2
596474,4,10,1,3,2,5,2,1,1,8
898633,2,7,1,7,2,6,3,5,4,9
199208,4,8,1,8,1,3,3,1,3,4
549306,3,7,2,9,3,11,4,1,1,12
743750,2,9,2,10,2,2,4,8,3,11
245642,2,6,1,4,4,8,1,10,2,13
209083,2,9,2,6,1,4,1,1,2,7
113740,1,7,1,8,1,1,4,2,3,6
330338,3,8,2,6,4,9,4,10,1,7
671596,2,6,4,12,3,1,2,7,1,5
600939,3,12,2,4,1,6,4,5,1,1
415911,4,13,1,11,3,1,4,6,1,3
605261,3,6,3,8,4,12,1,7,3,3
802952,4,13,4,8,3,4,2,1,2,5
837545,3,7,1,13,1,4,1,9,4,11
342112,3,9,4,1,1,1,4,3,4,7
530564,4,12,2,4,1,2,1,9,1,10
717075,4,1,2,7,1,12,2,2,4,3
218083,2,7,4,8,3,4,3,6,3,12
289980,3,5,4,10,4,5,4,11,2,12
844608,3,9,2,9,2,3,2,5,1,6
796623,3,11,3,6,1,11,1,13,4,9
725591,1,11,1,7,2,1,2,12,1,1
959019,3,7,1,7,1,1,2,4,4,7
983621,4,4,4,10,3,13,1,7,3,8
138655,1,9,4,4,1,7,3,7,2,10
711454,4,8,2,4,3,8,4,4,1,5
696712,2,5,4,8,1,2,2,12,2,1
237177,4,11,1,7,1,8,3,9,3,7
826880,1,11,1,5,2,4,1,2,1,13
307814,1,9,2,12,1,10,4,3,3,3
275399,3,9,2,6,4,2,3,6,3,4
53591,4,9,2,13,2,2,1,2,4,7
801421,3,1,1,2,1,6,2,2,3,2
381774,2,3,1,11,1,10,3,11,3,10
219194,2,9,4,9,2,2,3,12,3,8
864658,2,10,3,4,4,1,2,11,2,2
103491,4,3,3,12,3,10,4,1,2,1
489117,4,6,1,2,3,8,4,13,1,3
837134,1,13,2,11,3,6,1,8,2,9
585254,1,7,3,13,1,10,3,2,2,5
789105,3,5,3,2,3,13,2,13,4,10
963159,2,12,1,9,2,6,4,13,4,3
220688,1,4,4,3,3,6,3,7,2,3
171648,3,7,4,13,1,9,2,2,1,4
545261,2,8,4,4,3,10,1,3,1,10
149263,3,7,3,10,4,13,2,10,4,6
837162,3,4,1,12,3,5,2,8,1,9
385359,3,11,4,10,3,12,4,13,1,5
537941,2,7,1,3,3,3,3,9,4,3
843633,4,9,4,13,2,5,2,6,4,3
492668,3,4,1,13,2,12,3,8,2,5
937201,3,2,2,7,3,4,4,2,3,7
125486,4,6,2,6,4,13,1,10,1,6
212514,2,3,3,2,4,1,2,10,3,8
587434,1,11,4,10,3,11,1,1,1,6
109710,3,12,2,9,2,10,1,10,3,2
793643,4,4,3,1,3,7,1,9,4,8
893649,2,4,2,6,3,5,1,5,1,6
445357,1,7,3,7,3,12,2,7,1,4
829699,1,9,3,5,2,13,3,10,4,2
26361,3,3,3,7,2,10,4,5,4,8
139952,3,11,4,6,1,9,1,11,3,7
550115,4,10,2,6,3,4,4,13,2,9
728436,2,10,3,6,4,8,2,12,1,6
36400,3,4,1,11,2,1,4,12,3,3
705265,3,3,3,4,3,11,1,11,2,1
855524,2,11,4,4,4,5,1,12,4,3
325875,3,8,3,4,1,7,2,6,4,9
392462,3,5,3,8,2,10,4,7,3,6
83026,2,10,4,10,3,11,3,5,3,12
996396,2,8,1,12,4,12,3,6,1,7
912163,2,10,4,9,4,3,3,13,2,12
177686,1,3,2,9,1,11,3,6,4,7
987607,4,6,1,11,4,13,4,7,4,1
518368,3,3,4,5,3,12,4,6,2,4
248891,2,5,1,10,3,4,1,13,3,12
973498,1,4,4,9,4,11,4,3,3,8
293377,3,5,2,1,3,2,3,4,2,10
44586,4,3,2,5,2,11,3,10,2,7
737601,1,1,2,5,1,5,3,13,4,1
123934,3,10,4,11,3,11,1,13,1,12
996018,1,9,3,2,4,7,1,8,4,4
329340,2,5,1,6,3,10,4,2,1,9
593228,4,2,3,13,1,3,1,7,4,5
512691,3,10,1,10,1,8,4,2,1,9
638279,3,9,2,8,2,2,4,3,4,10
399341,2,1,2,11,3,2,4,8,2,7
72499,1,1,1,13,1,10,4,4,2,2
67851,2,5,4,3,2,4,4,10,1,13
955045,3,10,2,1,4,1,2,12,3,1
455819,4,7,2,6,3,9,3,1,3,12
619827,2,9,3,1,1,6,4,1,3,6
350737,1,6,2,12,4,1,1,12,1,7
239569,2,11,2,4,4,2,3,10,2,3
745691,1,5,2,3,1,2,2,8,3,5
623484,4,2,1,9,4,4,1,7,4,5
805525,4,7,3,12,4,1,3,3,4,4
614033,4,12,2,7,4,4,1,13,4,7
102113,4,2,2,7,4,1,1,13,3,9
103823,4,8,3,5,1,7,1,4,4,11
628498,2,5,2,1,3,8,4,4,3,10
604811,3,4,3,7,3,10,2,8,2,4
275566,3,8,1,3,1,4,2,13,4,1
805762,3,1,2,13,1,1,4,11,3,8
815667,4,9,4,5,2,10,1,2,4,8
806179,2,13,3,7,1,5,2,5,1,11
229404,3,10,1,3,4,12,4,1,3,12
774432,2,3,3,5,1,3,2,13,1,1
519980,1,10,4,2,2,5,2,13,3,8
350758,3,11,4,9,2,8,2,10,3,4
331250,3,6,4,13,1,2,3,5,3,11
453466,2,13,3,12,2,7,1,5,1,7
251542,1,13,2,10,3,10,3,13,1,6
701090,4,12,4,3,4,8,3,3,3,4
25045,2,4,1,6,2,8,2,12,4,2
708786,1,12,1,7,4,10,2,10,2,5
969921,3,12,4,7,4,11,1,10,1,6
291153,1,8,3,5,2,9,4,11,2,4
534836,1,13,1,10,4,12,1,8,1,6
579153,1,12,3,4,1,5,3,3,3,8
901729,4,7,1,3,1,6,2,10,2,1
877066,2,11,4,11,3,10,2,13,2,6
521454,2,2,1,11,1,7,1,3,1,8
86559,3,4,1,8,2,6,2,2,4,13
163058,3,3,4,9,2,12,3,7,2,13
675270,2,7,2,11,4,9,3,4,2,8
200207,3,6,3,5,4,8,1,7,3,4
750548,4,11,1,12,3,5,2,9,1,10
903822,3,7,2,6,1,12,1,1,4,12
628611,3,5,2,3,2,12,1,2,4,7
235559,3,4,2,8,1,12,1,7,3,13
776936,4,3,3,12,2,6,3,13,3,1
637695,2,8,3,11,4,6,4,5,1,6
146994,3,2,3,10,2,2,1,10,4,6
166521,3,3,3,7,3,13,2,10,2,6
707925,2,1,1,10,4,5,3,8,1,5
927249,3,5,1,7,4,8,3,13,1,6
694956,3,4,1,7,2,9,2,1,4,9
23946,3,8,2,3,3,13,4,3,2,11
819372,1,9,4,7,1,10,2,10,2,7
875218,4,5,4,3,1,11,2,5,3,10
238702,2,10,1,6,2,2,3,9,1,13
682849,3,5,3,8,4,9,2,6,1,3
60932,4,6,2,13,4,1,4,12,1,4
593650,1,7,2,8,2,2,3,3,4,11
640633,4,13,1,11,1,2,3,9,2,2
409400,2,4,4,7,4,8,1,6,4,1
509971,1,5,3,3,2,1,2,3,1,12
457431,3,13,1,5,2,2,1,9,2,13
550890,4,6,4,10,1,1,4,13,2,6
399439,1,13,4,5,4,10,2,7,1,8
949286,1,8,2,3,4,13,2,8,2,12
335953,2,10,3,13,2,2,2,7,3,3
412315,3,1,2,10,4,4,1,4,2,1
115984,4,11,1,1,2,5,3,9,1,12
19037,1,11,3,13,4,10,3,4,2,11
56709,4,11,2,1,4,8,1,13,4,7
332094,3,11,3,1,1,11,2,8,2,11
79093,3,7,4,13,4,11,2,5,4,7
492762,4,3,4,2,3,11,3,13,3,9
928427,3,6,3,10,1,5,4,6,3,1
528311,2,10,3,9,3,11,1,7,3,10
412973,4,13,2,8,4,12,1,4,1,5
607900,2,3,3,12,3,2,4,9,2,11
895257,4,8,4,2,3,4,1,2,4,6
150189,1,7,4,3,2,11,2,8,3,13
428259,3,3,3,13,2,11,3,12,1,6
431490,4,5,2,10,3,2,4,8,3,9
85583,4,6,4,1,3,1,3,6,1,5
870123,4,3,1,9,2,6,4,2,2,4
316582,2,8,3,1,3,12,2,12,3,8
580128,3,10,2,7,3,4,4,8,2,2
848976,2,8,2,7,1,12,3,12,1,13
102553,1,3,1,12,2,5,4,6,2,2
972907,4,10,2,10,3,7,2,13,3,3
675138,1,10,4,7,2,3,3,10,1,2
412493,3,5,4,11,3,3,2,10,1,6
464579,3,13,4,12,4,6,3,3,2,4
16344,4,6,1,1,4,7,3,12,1,13
852127,4,9,2,2,4,12,1,9,4,11
707911,3,11,3,3,3,5,2,8,2,7
44901,2,12,3,13,4,8,2,7,1,2
470435,1,1,1,12,3,10,2,4,3,1
492963,3,1,1,5,1,9,4,13,4,1
363264,4,2,2,6,4,7,4,12,1,2
933877,1,8,3,5,3,1,1,10,4,10
121511,3,3,4,5,3,6,2,3,4,3
896301,3,7,4,3,1,3,4,4,1,4
888362,1,6,3,11,3,5,2,11,4,5
959676,4,11,2,11,4,10,3,12,1,8
327140,4,1,4,6,2,1,2,6,1,5
508771,1,4,3,7,2,6,4,13,1,11
284,1,4,3,13,2,8,4,4,1,1
828184,2,6,1,7,4,4,4,2,1,9
37251,3,7,2,7,2,6,2,1,3,8
849985,3,6,3,13,3,3,1,4,2,11
285861,1,7,3,8,1,2,1,11,4,8
255988,3,3,3,5,2,8,2,4,1,10
755712,1,10,3,13,2,4,1,7,3,4
632074,3,10,4,3,1,12,2,5,1,9
438558,1,10,3,6,3,11,3,13,2,10
578235,3,8,1,13,3,3,1,3,2,2
325241,1,12,2,10,2,4,1,4,1,11
878663,1,3,2,6,3,2,4,9,1,11
242678,3,12,3,2,4,13,1,12,1,4
327569,2,12,3,11,4,13,2,11,2,10
339112,3,6,2,7,3,13,3,9,1,10
305384,4,6,4,3,1,4,4,8,2,7
321827,4,1,1,5,1,12,4,13,2,6
43970,4,2,1,6,4,3,1,3,1,12
368003,4,5,3,12,2,4,1,11,4,4
550722,3,2,2,5,4,13,1,12,4,5
307375,4,9,2,6,4,8,2,5,3,11
853250,3,1,4,11,2,6,2,10,4,9
98409,2,11,2,3,3,3,3,12,2,7
984370,1,13,4,11,4,3,2,5,4,4
750313,2,3,4,5,2,1,2,9,2,12
426195,3,8,2,6,1,6,2,1,4,4
415424,2,11,4,6,4,10,4,4,4,13
54502,1,8,3,12,1,6,4,5,4,12
279925,3,2,4,13,1,13,1,7,2,4
503396,1,9,3,5,2,10,4,8,2,2
266671,3,1,1,12,4,3,4,9,4,6
796629,3,1,4,3,1,9,1,8,4,10
123621,3,10,2,1,4,10,1,8,1,5
825068,4,1,2,3,3,6,4,4,3,4
854192,2,5,4,10,2,4,3,12,1,3
538527,2,11,2,4,4,11,1,6,3,4
763869,3,4,1,10,1,6,1,13,4,13
167259,3,3,4,12,2,3,1,9,2,10
319069,3,1,4,2,2,11,1,11,4,11
680040,3,7,1,3,3,8,4,5,2,10
493991,1,13,3,2,4,13,1,11,3,3
114442,4,13,2,5,3,10,1,12,1,2
555317,4,12,3,8,2,13,2,1,1,10
680934,2,4,4,7,1,13,4,4,4,6
453814,1,2,4,11,3,12,2,11,2,9
543029,4,8,2,7,2,2,4,7,1,10
618810,1,5,3,4,4,12,4,7,1,8
367938,3,2,1,11,4,9,3,7,1,4
286661,1,10,2,7,1,6,3,8,3,9
295570,4,3,3,13,3,3,4,6,1,1
100391,3,1,4,10,4,9,4,3,3,2
110186,1,8,2,1,4,13,2,11,4,5
400616,1,13,4,9,2,9,3,13,3,9
917104,4,8,1,11,1,12,2,9,4,3
354740,3,8,3,12,4,6,3,4,3,7
572642,4,12,2,3,4,9,4,5,1,7
734078,1,11,1,8,2,11,2,10,3,13
828985,3,3,3,13,2,12,4,5,4,4
389650,3,7,1,1,4,12,3,13,4,13
438407,2,3,2,1,3,5,2,12,2,9
832209,2,11,2,6,4,3,3,1,2,3
529529,3,5,1,10,3,7,1,2,1,7
696921,4,13,2,6,3,8,2,5,2,11
772522,3,12,1,8,4,3,2,5,2,2
781167,3,7,2,8,3,10,4,10,1,3
853455,3,8,3,5,2,3,1,8,1,2
982364,1,13,1,10,2,2,2,12,4,9
880817,2,5,2,8,1,7,3,3,4,11
215058,4,13,1,1,1,8,1,6,2,1
847007,3,13,2,1,1,3,2,11,1,11
158176,1,12,1,13,2,10,1,10,1,5
133145,3,5,1,13,3,9,2,11,1,3
10566,3,3,1,2,1,8,2,2,4,1
420779,2,7,3,6,1,3,1,10,1,9
551734,1,8,3,10,2,6,3,11,4,10
785562,2,11,1,4,4,2,3,6,4,10
141060,2,6,1,12,2,10,4,2,3,3
185811,3,5,2,3,3,9,2,11,4,8
674459,3,4,1,10,3,6,3,12,2,7
422616,1,7,3,4,4,11,4,3,2,3
494046,1,8,1,10,1,5,4,12,1,1
337757,1,3,3,9,2,7,1,13,4,7
211031,1,8,4,12,4,10,1,1,1,6
437073,4,9,1,7,3,13,2,4,1,12
763471,1,5,2,9,2,10,1,6,3,10
178265,2,10,1,1,3,11,4,5,2,5
350541,4,13,1,8,3,5,1,4,1,12
143873,3,9,2,4,3,3,2,7,1,2
201745,2,1,4,11,1,13,2,10,3,3
364947,2,9,2,1,2,4,1,3,4,3
115328,4,7,3,6,1,13,4,8,3,5
689562,3,4,4,8,3,9,4,4,2,3
146413,3,3,4,6,1,9,2,8,2,9
656550,1,3,4,12,4,5,2,10,1,8
899527,1,1,4,6,1,4,2,11,2,3
788227,3,11,3,6,3,12,1,13,3,3
122831,2,8,1,10,1,3,4,12,3,3
400347,1,8,3,9,4,2,1,12,1,3
308794,4,10,2,5,4,11,2,13,2,6
268269,4,13,4,6,1,12,2,8,3,13
147720,2,4,3,4,1,9,1,2,1,6
481642,1,2,4,2,1,1,3,5,3,6
89594,3,12,4,1,3,3,2,9,3,2
452899,4,4,2,4,2,3,2,2,3,13
295484,4,7,1,1,1,9,1,10,3,5
462916,1,9,3,12,2,6,2,12,4,4
634694,3,13,4,6,1,12,4,4,4,10
918403,3,7,1,7,1,5,4,12,3,10
916127,1,7,4,9,4,13,1,3,4,5
287960,4,6,3,12,4,12,1,13,1,2
273851,1,3,2,4,3,13,3,1,4,3
45903,4,6,3,11,3,5,2,10,1,7
917030,2,5,4,5,4,7,1,10,3,10
221611,1,2,4,6,4,5,3,12,4,9
195824,3,5,1,6,3,1,2,7,1,3
199452,4,5,2,9,2,8,1,10,1,8
768042,2,11,4,12,3,8,4,7,1,4
586996,1,9,3,11,2,9,3,4,4,8
605220,2,9,4,5,1,11,2,8,3,1
477715,4,13,2,3,3,7,4,8,3,9
712699,2,13,1,9,3,11,4,11,4,9
218594,2,13,2,3,3,12,4,9,2,8
602450,3,4,3,13,1,2,3,1,1,9
682300,2,4,4,9,1,4,3,7,4,6
746201,1,11,4,4,2,2,1,1,4,13
529335,4,7,4,13,2,6,4,1,2,7
469422,3,6,2,4,3,7,4,12,4,4
607319,3,8,1,13,3,2,3,3,1,2
495565,2,11,1,7,1,12,3,3,3,10
675052,4,5,3,7,4,10,4,4,2,6
933966,2,10,2,5,3,11,4,7,3,7
390066,3,12,1,11,4,6,3,3,1,7
958068,3,10,3,1,4,10,4,1,4,9
285468,4,3,1,7,3,12,4,10,3,2
492869,3,1,4,4,1,6,1,10,4,1
627526,2,13,2,1,2,7,4,2,1,8
243991,4,8,4,6,1,10,2,8,1,13
825314,2,1,1,10,2,6,1,5,4,13
747493,4,9,4,13,3,8,2,4,2,12
615193,2,3,4,9,2,7,3,3,3,12
828691,2,7,3,9,2,10,1,12,4,10
557410,3,1,1,5,1,3,4,3,1,12
674946,3,6,1,11,1,4,2,5,4,7
787097,4,11,1,8,3,13,4,2,3,7
728455,2,8,1,12,4,11,3,7,4,10
159410,4,10,3,11,4,9,1,1,2,13
110627,3,7,4,13,1,2,2,5,1,8
67334,3,1,3,5,4,12,2,10,2,12
944877,3,10,4,7,2,1,2,5,3,4
613762,1,5,1,11,3,2,2,13,3,4
353767,3,7,1,2,3,13,4,1,1,8
884383,4,9,4,2,2,6,1,12,1,2
739814,2,1,2,6,4,8,2,2,1,9
538124,2,3,3,5,1,13,2,1,4,3
969639,2,13,4,9,1,13,2,5,3,12
823014,1,12,2,2,4,12,2,1,1,4
521414,4,12,4,9,3,2,4,3,1,11
938850,4,10,2,1,3,8,3,1,1,9
172506,2,4,2,5,3,2,1,1,1,8
237179,4,6,4,2,1,7,2,6,2,12
267812,4,3,3,10,1,8,2,2,2,10
597858,3,8,2,1,3,7,3,6,3,2
902467,3,3,4,12,3,6,4,4,3,11
385059,4,1,4,4,1,2,2,3,2,8
467586,1,2,4,7,2,2,3,6,3,13
252626,2,11,1,5,4,5,2,9,2,8
957613,1,9,4,13,4,12,3,9,4,8
556872,4,4,1,13,4,5,1,8,2,13
531953,2,8,4,4,1,5,2,6,2,5
833664,3,3,2,9,3,12,2,11,4,11
286769,3,11,4,6,2,9,3,4,4,7
73950,3,7,4,2,4,1,2,12,2,2
