,Poker Hand
6702,0
6703,0
6704,0
6705,0
6706,0
6707,1
6708,1
6709,1
6710,0
6711,0
6712,1
6713,3
6714,0
6715,0
6716,1
6717,0
6718,0
6719,1
6720,1
6721,1
6722,1
6723,1
6724,1
6725,1
6726,1
6727,1
6728,1
6729,1
6730,0
6731,0
6732,1
6733,0
6734,0
6735,0
6736,0
6737,3
6738,0
6739,1
6740,0
6741,0
6742,0
6743,5
6744,0
6745,0
6746,0
6747,0
6748,1
6749,3
6750,0
6751,1
6752,1
6753,1
6754,0
6755,1
6756,1
6757,1
6758,1
6759,1
6760,1
6761,0
6762,1
6763,1
6764,0
6765,1
6766,0
6767,2
6768,0
6769,0
6770,0
6771,0
6772,1
6773,0
6774,0
6775,1
6776,0
6777,1
6778,0
6779,1
6780,0
6781,0
6782,2
6783,0
6784,0
6785,0
6786,0
6787,1
6788,0
6789,2
6790,1
6791,0
6792,1
6793,1
6794,0
6795,0
6796,1
6797,0
6798,1
6799,0
6800,1
6801,0
6802,0
6803,1
6804,0
6805,0
6806,1
6807,0
6808,1
6809,0
6810,0
6811,1
6812,1
6813,0
6814,0
6815,1
6816,2
6817,1
6818,0
6819,0
6820,0
6821,1
6822,0
6823,0
6824,0
6825,1
6826,0
6827,1
6828,1
6829,0
6830,1
6831,0
6832,1
6833,1
6834,1
6835,0
6836,3
6837,2
6838,1
6839,0
6840,1
6841,0
6842,2
6843,1
6844,0
6845,0
6846,1
6847,1
6848,1
6849,1
6850,1
6851,1
6852,0
6853,1
6854,1
6855,0
6856,1
6857,0
6858,1
6859,1
6860,1
6861,0
6862,0
6863,1
6864,0
6865,0
6866,0
6867,0
6868,0
6869,0
6870,0
6871,1
6872,1
6873,0
6874,1
6875,1
6876,1
6877,0
6878,1
6879,0
6880,0
6881,0
6882,1
6883,1
6884,0
6885,0
6886,0
6887,1
6888,1
6889,0
6890,1
6891,1
6892,0
6893,0
6894,1
6895,0
6896,1
6897,0
6898,1
6899,0
6900,0
6901,0
6902,0
6903,1
6904,0
6905,1
6906,2
6907,2
6908,1
6909,0
6910,1
6911,1
6912,0
6913,0
6914,2
6915,0
6916,0
6917,0
6918,0
6919,2
6920,1
6921,3
6922,0
6923,1
6924,0
6925,1
6926,0
6927,0
6928,2
6929,0
6930,0
6931,0
6932,1
6933,1
6934,1
6935,0
6936,0
6937,2
6938,0
6939,0
6940,2
6941,0
6942,1
6943,0
6944,2
6945,1
6946,0
6947,0
6948,0
6949,1
6950,1
6951,1
6952,1
6953,1
6954,1
6955,0
6956,0
6957,1
6958,1
6959,0
6960,0
6961,0
6962,0
6963,1
6964,0
6965,0
6966,1
6967,1
6968,0
6969,0
6970,0
6971,1
6972,0
6973,0
6974,0
6975,1
6976,1
6977,0
6978,1
6979,0
6980,1
6981,0
6982,1
6983,1
6984,1
6985,0
6986,1
6987,0
6988,0
6989,0
6990,0
6991,1
6992,0
6993,1
6994,0
6995,0
6996,0
6997,1
6998,1
6999,1
7000,1
7001,1
7002,0
7003,1
7004,0
7005,0
7006,0
7007,1
7008,1
7009,0
7010,1
7011,1
7012,0
7013,1
7014,3
7015,0
7016,0
7017,0
7018,0
7019,1
7020,0
7021,0
7022,0
7023,0
7024,3
7025,1
7026,0
7027,0
7028,0
7029,1
7030,0
7031,3
7032,0
7033,1
7034,0
7035,0
7036,1
7037,0
7038,0
7039,0
7040,1
7041,1
7042,3
7043,0
7044,2
7045,1
7046,0
7047,0
7048,0
7049,1
7050,1
7051,1
7052,1
7053,0
7054,1
7055,0
7056,0
7057,1
7058,1
7059,2
7060,1
7061,1
7062,0
7063,0
7064,1
7065,1
7066,1
7067,0
7068,1
7069,0
7070,0
7071,1
7072,0
7073,1
7074,1
7075,0
7076,2
7077,0
7078,1
7079,1
7080,0
7081,1
7082,0
7083,1
7084,1
7085,1
7086,0
7087,0
7088,0
7089,0
7090,0
7091,2
7092,1
7093,1
7094,0
7095,0
7096,1
7097,1
7098,0
7099,1
7100,1
7101,0
7102,0
7103,0
7104,0
7105,1
7106,0
7107,1
7108,1
7109,0
7110,0
7111,0
7112,1
7113,1
7114,0
7115,0
7116,0
7117,0
7118,0
7119,0
7120,0
7121,0
7122,0
7123,0
7124,0
7125,0
7126,0
7127,2
7128,0
7129,0
7130,1
7131,1
7132,0
7133,0
7134,1
7135,2
7136,0
7137,1
7138,0
7139,1
7140,0
7141,0
7142,1
7143,1
7144,0
7145,0
7146,2
7147,1
7148,0
7149,0
7150,0
7151,0
7152,0
7153,0
7154,0
7155,2
7156,0
7157,1
7158,1
7159,0
7160,1
7161,1
7162,1
7163,1
7164,0
7165,0
7166,3
7167,1
7168,1
7169,1
7170,1
7171,0
7172,0
7173,1
7174,0
7175,0
7176,1
7177,0
7178,0
7179,1
7180,0
7181,1
7182,1
7183,1
7184,0
7185,0
7186,3
7187,0
7188,0
7189,1
7190,0
7191,1
7192,0
7193,0
7194,1
7195,1
7196,0
7197,1
7198,1
7199,0
7200,1
7201,0
7202,1
7203,0
7204,0
7205,2
7206,1
7207,1
7208,1
7209,0
7210,0
7211,1
7212,0
7213,1
7214,1
7215,1
7216,1
7217,1
7218,0
7219,0
7220,0
7221,0
7222,1
7223,0
7224,1
7225,0
7226,0
7227,0
7228,1
7229,0
7230,0
7231,0
7232,1
7233,0
7234,1
7235,1
7236,0
7237,0
7238,1
7239,0
7240,0
7241,0
7242,1
7243,1
7244,0
7245,1
7246,2
7247,0
7248,0
7249,1
7250,1
7251,0
7252,1
7253,0
7254,2
7255,1
7256,1
7257,1
7258,0
7259,0
7260,0
7261,0
7262,2
7263,0
7264,1
7265,1
7266,0
7267,1
7268,0
7269,1
7270,0
7271,1
7272,0
7273,0
7274,0
7275,1
7276,0
7277,1
7278,0
7279,0
7280,1
7281,0
7282,0
7283,0
7284,1
7285,0
7286,1
7287,1
7288,0
7289,1
7290,2
7291,0
7292,0
7293,1
7294,0
7295,0
7296,1
7297,0
7298,0
7299,1
7300,1
7301,1
7302,0
7303,1
7304,1
7305,0
7306,0
7307,1
7308,0
7309,1
7310,1
7311,1
7312,1
7313,1
7314,0
7315,0
7316,2
7317,0
7318,0
7319,1
7320,0
7321,0
7322,1
7323,0
7324,1
7325,1
7326,1
7327,1
7328,1
7329,0
7330,0
7331,0
7332,0
7333,1
7334,0
7335,0
7336,1
7337,1
7338,0
7339,0
7340,0
7341,0
7342,1
7343,1
7344,1
7345,0
7346,0
7347,1
7348,2
7349,0
7350,0
7351,1
7352,0
7353,0
7354,1
7355,1
7356,1
7357,0
7358,0
7359,1
7360,4
7361,0
7362,1
7363,0
7364,0
7365,2
7366,0
7367,1
7368,0
7369,0
7370,0
7371,0
7372,1
7373,0
7374,1
7375,0
7376,2
7377,0
7378,0
7379,0
7380,0
7381,1
7382,0
7383,1
7384,3
7385,1
7386,1
7387,0
7388,1
7389,0
7390,1
7391,0
7392,1
7393,1
7394,1
7395,0
7396,1
7397,3
7398,0
7399,0
7400,1
7401,0
7402,1
7403,0
7404,2
7405,1
7406,0
7407,0
7408,1
7409,1
7410,1
7411,1
7412,0
7413,1
7414,0
7415,1
7416,1
7417,0
7418,2
7419,0
7420,1
7421,0
7422,1
7423,0
7424,0
7425,0
7426,1
7427,1
7428,0
7429,3
7430,2
7431,1
7432,0
7433,1
7434,1
7435,0
7436,0
7437,1
7438,0
7439,0
7440,0
7441,0
7442,0
7443,1
7444,1
7445,1
7446,1
7447,0
7448,1
7449,0
7450,0
7451,3
7452,1
7453,2
7454,0
7455,0
7456,2
7457,0
7458,0
7459,2
7460,1
7461,0
7462,0
7463,1
7464,1
7465,0
7466,0
7467,0
7468,0
7469,0
7470,1
7471,0
7472,0
7473,1
7474,0
7475,0
7476,1
7477,1
7478,1
7479,1
7480,0
7481,1
7482,0
7483,0
7484,0
7485,1
7486,1
7487,1
7488,0
7489,1
7490,1
7491,0
7492,0
7493,0
7494,1
7495,0
7496,0
7497,0
7498,0
7499,0
7500,0
7501,0
7502,0
7503,0
7504,2
7505,1
7506,1
7507,0
7508,0
7509,0
7510,0
7511,1
7512,1
7513,1
7514,1
7515,1
7516,1
7517,0
7518,1
7519,1
7520,0
7521,1
7522,1
7523,1
7524,1
7525,0
7526,0
7527,1
7528,0
7529,2
7530,1
7531,1
7532,1
7533,0
7534,0
7535,1
7536,0
7537,0
7538,0
7539,1
7540,1
7541,1
7542,0
7543,1
7544,0
7545,0
7546,1
7547,0
7548,0
7549,2
7550,0
7551,1
7552,1
7553,0
7554,0
7555,1
7556,1
7557,0
7558,2
7559,0
7560,0
7561,0
7562,0
7563,0
7564,0
7565,0
7566,0
7567,0
7568,1
7569,1
7570,0
7571,0
7572,1
7573,0
7574,0
7575,0
7576,0
7577,0
7578,1
7579,0
7580,1
7581,0
7582,2
7583,0
7584,1
7585,0
7586,1
7587,1
7588,0
7589,0
7590,1
7591,0
7592,1
7593,2
7594,1
7595,0
7596,1
7597,2
7598,2
7599,2
7600,1
7601,0
7602,0
7603,0
7604,0
7605,0
7606,1
7607,1
7608,0
7609,0
7610,1
7611,1
7612,0
7613,0
7614,0
7615,0
7616,0
7617,1
7618,1
7619,0
7620,2
7621,0
7622,0
7623,1
7624,0
7625,0
7626,0
7627,3
7628,0
7629,1
7630,0
7631,0
7632,0
7633,0
7634,1
7635,0
7636,0
7637,0
7638,0
7639,1
7640,1
7641,0
7642,0
7643,0
7644,1
7645,1
7646,2
7647,1
7648,0
7649,1
7650,0
7651,1
7652,0
7653,1
7654,0
7655,0
7656,1
7657,0
7658,1
7659,0
7660,0
7661,1
7662,1
7663,1
7664,0
7665,0
7666,0
7667,1
7668,0
7669,1
7670,0
7671,2
7672,1
7673,0
7674,2
7675,0
7676,0
7677,0
7678,1
7679,0
7680,1
7681,2
7682,1
7683,0
7684,1
7685,4
7686,1
7687,3
7688,1
7689,0
7690,1
7691,3
7692,1
7693,0
7694,0
7695,0
7696,1
7697,0
7698,0
7699,1
7700,0
7701,0
7702,0
7703,1
7704,0
7705,1
7706,1
7707,0
7708,1
7709,0
7710,1
7711,0
7712,0
7713,0
7714,1
7715,0
7716,0
7717,1
7718,0
7719,1
7720,1
7721,0
7722,0
7723,0
7724,2
7725,1
7726,1
7727,1
7728,0
7729,1
7730,1
7731,3
7732,0
7733,1
7734,1
7735,0
7736,1
7737,2
7738,1
7739,1
7740,0
7741,3
7742,0
7743,0
7744,1
7745,0
7746,0
7747,2
7748,0
7749,0
7750,1
7751,1
7752,1
7753,0
7754,0
7755,0
7756,0
7757,1
7758,1
7759,0
7760,0
7761,0
7762,1
7763,1
7764,1
7765,1
7766,0
7767,1
7768,1
7769,1
7770,0
7771,1
7772,1
7773,4
7774,0
7775,1
7776,0
7777,1
7778,0
7779,0
7780,0
7781,0
7782,0
7783,1
7784,1
7785,1
7786,0
7787,0
7788,0
7789,0
7790,0
7791,0
7792,1
7793,0
7794,1
7795,0
7796,1
7797,1
7798,0
7799,0
7800,2
7801,0
7802,0
7803,0
7804,0
7805,1
7806,2
7807,0
7808,0
7809,1
7810,0
7811,1
7812,3
7813,0
7814,1
7815,1
7816,0
7817,0
7818,0
7819,1
7820,1
7821,2
7822,1
7823,1
7824,1
7825,0
7826,1
7827,0
7828,1
7829,1
7830,0
7831,0
7832,0
7833,4
7834,1
7835,2
7836,0
7837,2
7838,1
7839,1
7840,1
7841,0
7842,0
7843,1
7844,2
7845,1
7846,1
7847,0
7848,0
7849,1
7850,0
7851,1
7852,1
7853,0
7854,1
7855,0
7856,0
7857,2
7858,0
7859,1
7860,0
7861,1
7862,1
7863,1
7864,0
7865,1
7866,0
7867,1
7868,1
7869,1
7870,0
7871,1
7872,1
7873,2
7874,1
7875,2
7876,0
7877,0
7878,0
7879,1
7880,2
7881,0
7882,1
7883,0
7884,1
7885,0
7886,1
7887,1
7888,0
7889,0
7890,1
7891,1
7892,1
7893,1
7894,0
7895,1
7896,0
7897,2
7898,1
7899,1
7900,0
7901,1
7902,1
7903,2
7904,0
7905,1
7906,0
7907,1
7908,0
7909,1
7910,0
7911,0
7912,0
7913,4
7914,1
7915,1
7916,0
7917,1
7918,0
7919,0
7920,0
7921,0
7922,0
7923,0
7924,0
7925,0
7926,1
7927,1
7928,0
7929,0
7930,0
7931,0
7932,0
7933,0
7934,1
7935,2
7936,1
7937,1
7938,0
7939,0
7940,0
7941,1
7942,1
7943,2
7944,1
7945,2
7946,0
7947,1
7948,1
7949,0
7950,1
7951,1
7952,0
7953,2
7954,0
7955,1
7956,0
7957,0
7958,1
7959,6
7960,1
7961,0
7962,1
7963,1
7964,1
7965,0
7966,0
7967,0
7968,0
7969,0
7970,1
7971,1
7972,0
7973,0
7974,0
7975,0
7976,0
7977,1
7978,0
7979,1
7980,0
7981,1
7982,1
7983,0
7984,1
7985,0
7986,0
7987,0
7988,1
7989,3
7990,1
7991,1
7992,0
7993,0
7994,1
7995,0
7996,3
7997,1
7998,1
7999,0
8000,1
8001,1
8002,0
8003,0
8004,1
8005,0
8006,0
8007,1
8008,1
8009,2
8010,1
8011,0
8012,1
8013,0
8014,1
8015,1
8016,0
8017,0
8018,0
8019,1
8020,3
8021,1
8022,0
8023,1
8024,1
8025,1
8026,1
8027,0
8028,0
8029,1
8030,1
8031,1
8032,0
8033,0
8034,0
8035,1
8036,1
8037,1
8038,2
8039,1
8040,1
8041,0
8042,1
8043,1
8044,1
8045,1
8046,1
8047,1
8048,0
8049,0
8050,3
8051,0
8052,0
8053,1
8054,1
8055,1
8056,6
8057,0
8058,0
8059,1
8060,1
8061,0
8062,0
8063,0
8064,2
8065,0
8066,1
8067,1
8068,0
8069,1
8070,2
8071,1
8072,0
8073,2
8074,1
8075,0
8076,0
8077,0
8078,1
8079,0
8080,2
8081,1
8082,0
8083,1
8084,1
8085,1
8086,0
8087,0
8088,1
8089,0
8090,1
8091,0
8092,0
8093,1
8094,3
8095,0
8096,0
8097,0
8098,1
8099,1
8100,1
8101,1
8102,1
8103,0
8104,1
8105,0
8106,0
8107,0
8108,0
8109,0
8110,0
8111,0
8112,0
8113,0
8114,0
8115,0
8116,1
8117,0
8118,0
8119,0
8120,0
8121,0
8122,0
8123,1
8124,1
8125,1
8126,1
8127,0
8128,1
8129,1
8130,1
8131,0
8132,0
8133,0
8134,0
8135,1
8136,0
8137,0
8138,1
8139,2
8140,0
8141,0
8142,1
8143,6
8144,2
8145,3
8146,3
8147,1
8148,1
8149,0
8150,1
8151,0
8152,1
8153,0
8154,0
8155,3
8156,1
8157,0
8158,0
8159,1
8160,1
8161,0
8162,0
8163,6
8164,0
8165,0
8166,1
8167,0
8168,1
8169,0
8170,1
8171,1
8172,0
8173,1
8174,1
8175,1
8176,1
8177,1
8178,0
8179,1
8180,0
8181,1
8182,0
8183,0
8184,0
8185,0
8186,0
8187,0
8188,1
8189,1
8190,0
8191,1
8192,1
8193,3
8194,1
8195,1
8196,2
8197,1
8198,1
8199,2
8200,0
8201,0
8202,1
8203,0
8204,0
8205,1
8206,1
8207,0
8208,0
8209,1
8210,0
8211,2
8212,0
8213,0
8214,1
8215,1
8216,1
8217,0
8218,1
8219,1
8220,1
8221,0
8222,0
8223,1
8224,0
8225,4
8226,1
8227,1
8228,0
8229,1
8230,1
8231,0
8232,1
8233,0
8234,0
8235,2
8236,2
8237,1
8238,0
8239,0
8240,0
8241,0
8242,0
8243,0
8244,0
8245,0
8246,0
8247,1
8248,0
8249,0
8250,2
8251,1
8252,1
8253,1
8254,2
8255,0
8256,0
8257,0
8258,1
8259,1
8260,2
8261,0
8262,0
8263,0
8264,1
8265,0
8266,1
8267,0
8268,0
8269,0
8270,0
8271,1
8272,1
8273,1
8274,1
8275,2
8276,1
8277,1
8278,0
8279,0
8280,3
8281,1
8282,0
8283,0
8284,1
8285,1
8286,1
8287,1
8288,1
8289,1
8290,0
8291,0
8292,1
8293,1
8294,1
8295,1
8296,2
8297,1
8298,1
8299,1
8300,0
8301,0
8302,0
8303,0
8304,1
8305,0
8306,0
8307,1
8308,0
8309,1
8310,1
8311,0
8312,0
8313,1
8314,1
8315,0
8316,0
8317,0
8318,1
8319,1
8320,1
8321,0
8322,1
8323,0
8324,5
8325,2
8326,0
8327,0
8328,0
8329,0
8330,1
8331,2
8332,0
8333,0
8334,0
8335,0
8336,1
8337,1
8338,0
8339,0
8340,1
8341,1
8342,0
8343,0
8344,0
8345,0
8346,0
8347,0
8348,0
8349,1
8350,1
8351,0
8352,1
8353,0
8354,1
8355,0
8356,1
8357,0
8358,0
8359,1
8360,1
8361,1
8362,0
8363,0
8364,1
8365,0
8366,0
8367,1
8368,0
8369,1
8370,1
8371,1
8372,0
8373,1
8374,0
8375,0
8376,0
8377,1
8378,0
8379,0
8380,0
8381,1
8382,0
8383,0
8384,0
8385,0
8386,0
8387,0
8388,2
8389,0
8390,1
8391,0
8392,0
8393,1
8394,1
8395,0
8396,1
8397,1
8398,0
8399,1
8400,1
8401,0
8402,1
8403,1
8404,1
8405,1
8406,6
8407,3
8408,1
8409,1
8410,1
8411,1
8412,0
8413,1
8414,1
8415,1
8416,0
8417,1
8418,1
8419,1
8420,0
8421,1
8422,0
8423,1
8424,3
8425,1
8426,3
8427,1
8428,1
8429,1
8430,0
8431,2
8432,2
8433,0
8434,1
8435,2
8436,0
8437,0
8438,0
8439,0
8440,1
8441,1
8442,0
8443,0
8444,1
8445,0
8446,1
8447,1
8448,0
8449,1
8450,1
8451,1
8452,1
8453,0
8454,0
8455,1
8456,2
8457,0
8458,1
8459,0
8460,0
8461,1
8462,2
8463,0
8464,1
8465,7
8466,1
8467,0
8468,1
8469,0
8470,1
8471,0
8472,1
8473,0
8474,1
8475,0
8476,1
8477,0
8478,0
8479,0
8480,1
8481,0
8482,1
8483,0
8484,0
8485,0
8486,0
8487,1
8488,0
8489,0
8490,1
8491,1
8492,0
8493,1
8494,1
8495,0
8496,0
8497,0
8498,1
8499,1
8500,0
8501,0
8502,0
8503,3
8504,3
8505,1
8506,1
8507,0
8508,3
8509,0
8510,1
8511,1
8512,0
8513,3
8514,0
8515,1
8516,1
8517,1
8518,1
8519,2
8520,0
8521,0
8522,1
8523,0
8524,0
8525,1
8526,1
8527,0
8528,0
8529,1
8530,1
8531,1
8532,0
8533,1
8534,1
8535,1
8536,1
8537,0
8538,0
8539,0
8540,1
8541,0
8542,2
8543,1
8544,1
8545,0
8546,0
8547,0
8548,1
8549,0
8550,0
8551,1
8552,1
8553,1
8554,1
8555,0
8556,1
8557,0
8558,2
8559,3
8560,1
8561,2
8562,1
8563,0
8564,2
8565,1
8566,0
8567,0
8568,0
8569,2
8570,0
8571,0
8572,1
8573,2
8574,0
8575,2
8576,1
8577,0
8578,2
8579,0
8580,0
8581,0
8582,0
8583,1
8584,1
8585,2
8586,5
8587,1
8588,0
8589,1
8590,1
8591,1
8592,0
8593,0
8594,0
8595,0
8596,1
8597,0
8598,1
8599,0
8600,1
8601,1
8602,0
8603,1
8604,0
8605,1
8606,1
8607,1
8608,1
8609,1
8610,0
8611,0
8612,1
8613,0
8614,0
8615,0
8616,0
8617,0
8618,0
8619,0
8620,5
8621,0
8622,1
8623,1
8624,1
8625,0
8626,1
8627,1
8628,0
8629,1
8630,1
8631,2
8632,3
8633,0
8634,0
8635,0
8636,0
8637,1
8638,1
8639,0
8640,0
8641,1
8642,1
8643,3
8644,0
8645,0
8646,1
8647,0
8648,0
8649,0
8650,0
8651,0
8652,1
8653,1
8654,1
8655,1
8656,0
8657,0
8658,1
8659,1
8660,1
8661,1
8662,0
8663,1
8664,1
8665,1
8666,0
8667,0
8668,1
8669,0
8670,0
8671,0
8672,0
8673,1
8674,0
8675,0
8676,2
8677,0
8678,2
8679,1
8680,0
8681,1
8682,1
8683,1
8684,1
8685,2
8686,0
8687,0
8688,0
8689,0
8690,0
8691,1
8692,0
8693,0
8694,0
8695,1
8696,1
8697,1
8698,1
8699,3
8700,0
8701,1
8702,1
8703,1
8704,0
8705,0
8706,1
8707,0
8708,2
8709,0
8710,0
8711,0
8712,0
8713,2
8714,0
8715,1
8716,0
8717,1
8718,0
8719,1
8720,4
8721,0
8722,3
8723,0
8724,1
8725,0
8726,1
8727,0
8728,0
8729,1
8730,0
8731,1
8732,0
8733,1
8734,1
8735,0
8736,1
8737,0
8738,0
8739,1
8740,1
8741,0
8742,1
8743,0
8744,0
8745,0
8746,0
8747,1
8748,1
8749,1
8750,1
8751,0
8752,1
8753,2
8754,1
8755,0
8756,1
8757,0
8758,2
8759,1
8760,1
8761,1
8762,0
8763,0
8764,0
8765,0
8766,1
8767,1
8768,1
8769,0
8770,1
8771,1
8772,0
8773,0
8774,1
8775,3
8776,3
8777,0
8778,2
8779,0
8780,1
8781,0
8782,1
8783,1
8784,1
8785,0
8786,1
8787,1
8788,0
8789,0
8790,0
8791,1
8792,1
8793,1
8794,0
8795,0
8796,0
8797,0
8798,0
8799,0
8800,1
8801,1
8802,2
8803,1
8804,0
8805,1
8806,1
8807,1
8808,0
8809,1
8810,2
8811,1
8812,1
8813,1
8814,0
8815,0
8816,1
8817,0
8818,2
8819,0
8820,1
8821,1
8822,3
8823,1
8824,3
8825,0
8826,1
8827,1
8828,2
8829,1
8830,1
8831,1
8832,0
8833,0
8834,1
8835,3
8836,0
8837,1
8838,1
8839,4
8840,1
8841,1
8842,0
8843,0
8844,1
8845,1
8846,0
8847,0
8848,0
8849,0
8850,0
8851,1
8852,0
8853,0
8854,2
8855,1
8856,1
8857,1
8858,1
8859,1
8860,1
8861,0
8862,1
8863,0
8864,0
8865,0
8866,1
8867,0
8868,1
8869,0
8870,1
8871,0
8872,1
8873,1
8874,0
8875,1
8876,2
8877,2
8878,1
8879,1
8880,1
8881,1
8882,3
8883,1
8884,1
8885,1
8886,0
8887,1
8888,1
8889,0
8890,2
8891,2
8892,1
8893,1
8894,0
8895,0
8896,0
8897,1
8898,0
8899,0
8900,1
8901,1
8902,1
8903,0
8904,1
8905,1
8906,1
8907,1
8908,0
8909,1
8910,0
8911,1
8912,1
8913,0
8914,0
8915,1
8916,0
8917,0
8918,0
8919,0
8920,0
8921,0
8922,0
8923,0
8924,0
8925,0
8926,1
8927,0
8928,0
8929,0
8930,1
8931,1
8932,2
8933,2
8934,2
8935,0
8936,1
8937,0
8938,0
8939,1
8940,1
8941,1
8942,1
8943,0
8944,1
8945,1
8946,1
8947,1
8948,1
8949,1
8950,1
8951,1
8952,1
8953,0
8954,1
8955,0
8956,1
8957,1
8958,0
8959,1
8960,2
8961,2
8962,0
8963,1
8964,0
8965,0
8966,0
8967,1
8968,0
8969,0
8970,0
8971,2
8972,1
8973,1
8974,0
8975,1
8976,2
8977,1
8978,0
8979,1
8980,1
8981,0
8982,0
8983,1
8984,1
8985,1
8986,1
8987,0
8988,1
8989,1
8990,2
8991,0
8992,1
8993,1
8994,1
8995,1
8996,0
8997,0
8998,0
8999,1
9000,1
9001,0
9002,0
9003,1
9004,0
9005,1
9006,1
9007,0
9008,0
9009,0
9010,1
9011,1
9012,1
9013,1
9014,1
9015,0
9016,0
9017,1
9018,0
9019,0
9020,1
9021,1
9022,0
9023,0
9024,1
9025,1
9026,1
9027,1
9028,0
9029,1
9030,0
9031,0
9032,1
9033,0
9034,1
9035,1
9036,1
9037,0
9038,1
9039,0
9040,1
9041,0
9042,0
9043,0
9044,0
9045,1
9046,0
9047,0
9048,0
9049,0
9050,1
9051,1
9052,1
9053,1
9054,0
9055,0
9056,0
9057,1
9058,0
9059,1
9060,0
9061,1
9062,0
9063,0
9064,1
9065,1
9066,0
9067,0
9068,1
9069,1
9070,0
9071,0
9072,0
9073,1
9074,1
9075,0
9076,0
9077,0
9078,1
9079,1
9080,1
9081,0
9082,0
9083,0
9084,1
9085,0
9086,0
9087,0
9088,0
9089,1
9090,1
9091,0
9092,2
9093,2
9094,0
9095,0
9096,3
9097,0
9098,0
9099,1
9100,0
9101,0
9102,0
9103,1
9104,0
9105,0
9106,0
9107,1
9108,1
9109,1
9110,0
9111,0
9112,0
9113,1
9114,0
9115,1
9116,0
9117,0
9118,1
9119,1
9120,1
9121,0
9122,1
9123,0
9124,0
9125,0
9126,1
9127,1
9128,0
9129,0
9130,0
9131,3
9132,1
9133,1
9134,0
9135,1
9136,0
9137,1
9138,0
9139,0
9140,1
9141,2
9142,1
9143,0
9144,1
9145,0
9146,0
9147,1
9148,1
9149,1
9150,0
9151,3
9152,1
9153,1
9154,0
9155,1
9156,0
9157,1
9158,0
9159,0
9160,0
9161,1
9162,0
9163,1
9164,0
9165,0
9166,1
9167,0
9168,1
9169,1
9170,0
9171,1
9172,1
9173,1
9174,1
9175,0
9176,0
9177,0
9178,1
9179,1
9180,1
9181,1
9182,0
9183,1
9184,0
9185,0
9186,1
9187,0
9188,1
9189,1
9190,0
9191,0
9192,0
9193,0
9194,1
9195,1
9196,0
9197,1
9198,0
9199,0
9200,0
9201,0
9202,0
9203,1
9204,0
9205,0
9206,1
9207,0
9208,0
9209,0
9210,0
9211,0
9212,0
9213,0
9214,0
9215,1
9216,1
9217,0
9218,0
9219,1
9220,0
9221,0
9222,0
9223,1
9224,1
9225,0
9226,0
9227,1
9228,0
9229,1
9230,3
9231,1
9232,0
9233,0
9234,0
9235,0
9236,1
9237,0
9238,1
9239,0
9240,0
9241,2
9242,1
9243,0
9244,1
9245,1
9246,0
9247,0
9248,0
9249,0
9250,1
9251,0
9252,1
9253,0
9254,1
9255,2
9256,1
9257,1
9258,0
9259,2
9260,0
9261,1
9262,2
9263,0
9264,1
9265,1
9266,1
9267,1
9268,1
9269,0
9270,1
9271,0
9272,0
9273,1
9274,0
9275,1
9276,0
9277,2
9278,0
9279,0
9280,1
9281,1
9282,4
9283,2
9284,1
9285,0
9286,0
9287,1
9288,1
9289,1
9290,0
9291,1
9292,5
9293,0
9294,0
9295,1
9296,1
9297,0
9298,1
9299,1
9300,1
9301,0
9302,0
9303,0
9304,1
9305,0
9306,0
9307,1
9308,1
9309,2
9310,1
9311,0
9312,0
9313,1
9314,0
9315,0
9316,0
9317,1
9318,1
9319,0
9320,1
9321,0
9322,1
9323,0
9324,1
9325,2
9326,1
9327,0
9328,0
9329,2
9330,6
9331,0
9332,0
9333,0
9334,0
9335,0
9336,1
9337,3
9338,1
9339,1
9340,0
9341,1
9342,0
9343,1
9344,0
9345,0
9346,0
9347,1
9348,1
9349,0
9350,0
9351,1
9352,1
9353,0
9354,0
9355,0
9356,0
9357,1
9358,1
9359,1
9360,0
9361,3
9362,0
9363,0
9364,0
9365,1
9366,0
9367,1
9368,0
9369,0
9370,0
9371,0
9372,0
9373,1
9374,1
9375,1
9376,1
9377,0
9378,2
9379,0
9380,1
9381,0
9382,1
9383,1
9384,0
9385,0
9386,0
9387,1
9388,0
9389,0
9390,1
9391,2
9392,1
9393,0
9394,1
9395,1
9396,0
9397,1
9398,2
9399,0
9400,0
9401,0
9402,1
9403,0
9404,1
9405,1
9406,0
9407,1
9408,0
9409,0
9410,0
9411,1
9412,1
9413,1
9414,1
9415,0
9416,0
9417,0
9418,1
9419,0
9420,0
9421,1
9422,0
9423,1
9424,1
9425,0
9426,1
9427,1
9428,0
9429,1
9430,1
9431,1
9432,1
9433,1
9434,1
9435,1
9436,1
9437,1
9438,1
9439,0
9440,1
9441,0
9442,0
9443,1
9444,1
9445,2
9446,1
9447,1
9448,1
9449,0
9450,0
9451,0
9452,0
9453,0
9454,1
9455,1
9456,1
9457,1
9458,1
9459,1
9460,0
9461,3
9462,0
9463,1
9464,2
9465,0
9466,0
9467,0
9468,1
9469,1
9470,0
9471,0
9472,0
9473,0
9474,0
9475,0
9476,1
9477,0
9478,2
9479,0
9480,0
9481,0
9482,2
9483,0
9484,0
9485,0
9486,0
9487,1
9488,0
9489,1
9490,0
9491,1
9492,1
9493,1
9494,1
9495,0
9496,1
9497,0
9498,0
9499,0
